 -180.0000    -83.8300
 -178.0000    -84.3300
 -174.0000    -84.5000
 -170.0000    -84.6700
 -166.0000    -84.9200
 -163.0000    -85.4200
 -158.0000    -85.4200
 -152.0000    -85.5800
 -146.0000    -85.3300
 -147.0000    -84.8300
 -151.0000    -84.5000
 -153.5000    -84.0000
 -153.0000    -83.5000
 -154.0000    -83.0000
 -154.0000    -82.5000
 -154.0000    -82.0000
 -154.5000    -81.5000
 -153.0000    -81.1700
 -150.0000    -81.0000
 -146.5000    -80.9200
 -145.5000    -80.6700
 -148.0000    -80.3300
 -150.0000    -80.0000
 -152.5000    -79.6700
 -155.0000    -79.2500
 -157.0000    -78.8300
 -157.2554    -78.7478
 -157.5072    -78.6654
 -157.7554    -78.5828
 -158.0000    -78.5000
 -157.6658    -78.4806
 -157.3327    -78.4608
 -157.0008    -78.4406
 -156.6700    -78.4200
 -154.5000    -78.5000
 -154.5000    -78.1700
 -154.5000    -78.1700
 -156.6700    -78.0800
 -158.0000    -77.8300
 -158.3300    -77.5000
 -158.6700    -77.1700
 -157.0000    -77.0000
 -154.0000    -77.1700
 -153.0000    -77.5800
 -150.5000    -77.8300
 -148.0000    -77.6700
 -146.0000    -77.2500
 -146.0000    -76.7500
 -146.3300    -76.3300
 -146.6700    -75.9200
 -144.0000    -75.8300
 -142.0000    -75.5800
 -140.6700    -75.7500
 -140.0000    -75.4200
 -138.3300    -75.2500
 -136.6700    -75.0000
 -135.5000    -74.7500
 -133.0000    -74.7500
 -132.0000    -75.0000
 -130.8300    -75.4200
 -129.6700    -75.7500
 -128.0000    -76.0000
 -127.0000    -76.0000
 -126.8300    -75.6700
 -126.3300    -75.1700
 -125.5000    -74.6700
 -124.5000    -74.3300
 -124.5000    -74.3300
 -123.3300    -73.8300
 -123.6700    -73.2500
 -122.3300    -73.2500
 -121.3300    -73.7500
 -120.0000    -74.0000
 -120.0000    -73.5800
 -119.5842    -73.6037
 -119.1672    -73.6266
 -118.7492    -73.6487
 -118.3300    -73.6700
 -117.9150    -73.6712
 -117.5000    -73.6716
 -117.0850    -73.6712
 -116.6700    -73.6700
 -116.5856    -73.7101
 -116.5008    -73.7501
 -116.4156    -73.7901
 -116.3300    -73.8300
 -116.6598    -73.9158
 -116.9931    -74.0010
 -117.3298    -74.0858
 -117.6700    -74.1700
 -117.6700    -74.2950
 -117.6700    -74.4200
 -117.6700    -74.5450
 -117.6700    -74.6700
 -117.3431    -74.7957
 -117.0109    -74.9210
 -116.6732    -75.0457
 -116.3300    -75.1700
 -115.6677    -75.1929
 -115.0035    -75.2138
 -114.3376    -75.2329
 -113.6700    -75.2500
 -112.3300    -75.0000
 -112.5000    -74.5000
 -112.5435    -74.3750
 -112.5863    -74.2500
 -112.6285    -74.1250
 -112.6700    -74.0000
 -112.5000    -73.9177
 -112.3317    -73.8353
 -112.1650    -73.7527
 -112.0000    -73.6700
 -111.5000    -74.0000
 -111.0000    -74.5000
 -110.3300    -75.0000
 -108.6700    -75.1700
 -108.5000    -74.6700
 -109.5000    -74.5000
 -109.5000    -74.0000
 -108.3300    -74.0000
 -108.0000    -74.3300
 -108.5000    -74.6700
 -107.5000    -75.0800
 -106.0000    -75.0800
 -104.5000    -74.9200
 -104.5000    -74.9200
 -104.5000    -74.5800
 -102.6700    -74.5800
 -101.3300    -74.7500
 -100.0000    -75.0000
  -99.5000    -74.7500
 -101.3300    -74.3300
 -100.6700    -74.0000
 -101.5000    -73.7500
 -101.5000    -73.5000
 -100.0000    -73.5800
  -99.0000    -73.4200
 -100.0000    -73.0800
 -101.3300    -73.2500
 -102.5000    -72.7500
 -101.3300    -72.6700
 -101.5000    -73.0000
  -99.6700    -72.9200
  -98.5000    -73.3300
  -98.0000    -73.0800
  -97.5000    -73.4200
  -97.5000    -73.7500
  -96.3300    -73.7500
  -96.0000    -73.4200
  -96.0000    -73.0800
  -97.5000    -72.9200
  -98.5000    -72.5000
  -99.6700    -72.1700
 -100.0059    -72.1084
 -100.3395    -72.0461
 -100.6709    -71.9833
